Catalogue,Accession,Length,"Num. of genomes",Completeness,Contamination,Type,Taxonomy,"Last Updated"
"UHGG v2.0.1",MGYG000003949,2807569,136,98.66,0,MAG,"Eubacterium_F sp900539115",2021-12-07
"UHGG v2.0.1",MGYG000003950,1625069,1,74.26,1.06,MAG,NK3B98,2021-12-07
"UHGG v2.0.1",MGYG000003951,941238,2,85.11,2.25,MAG,"UMGS1611 sp900553435",2021-12-07
"UHGG v2.0.1",MGYG000003952,2320359,4,96.88,0.48,MAG,"Alistipes sp900021155",2021-12-07
"UHGG v2.0.1",MGYG000003953,1402329,1,62.82,0.83,MAG,Borkfalkia,2021-12-07
"UHGG v2.0.1",MGYG000003954,2269831,28,97.99,0,MAG,"CAG-303 sp900539455",2021-12-07
"UHGG v2.0.1",MGYG000003955,1024424,1,61.07,0.34,MAG,UMGS1976,2021-12-07
"UHGG v2.0.1",MGYG000003956,1468191,4,98.88,1.12,MAG,"RUG131 sp900315885",2021-12-07
"UHGG v2.0.1",MGYG000003957,4724401,9,96.74,0,MAG,"Parabacteroides sp014287585",2021-12-07
"UHGG v2.0.1",MGYG000003958,2427590,90,95.27,0.68,MAG,"CAG-312 sp900545715",2021-12-07
"UHGG v2.0.1",MGYG000003959,2369548,7,97.54,0.71,MAG,"HGM12713 sp900754175",2021-12-07
"UHGG v2.0.1",MGYG000003960,1343465,119,95.56,0.81,MAG,"CAG-552 sp000435495",2021-12-07
"UHGG v2.0.1",MGYG000003961,2096603,72,97.02,1.21,MAG,"RUG472 sp900545265",2021-12-07
"UHGG v2.0.1",MGYG000003962,1726701,13,98.79,0,MAG,UBA71,2021-12-07
"UHGG v2.0.1",MGYG000003963,2551706,30,93.27,0,MAG,"UMGS1696 sp900753285",2021-12-07
"UHGG v2.0.1",MGYG000003964,1589582,4,71.25,0,MAG,"UBA1740 sp004558975",2021-12-07
"UHGG v2.0.1",MGYG000003965,1994978,6,88.32,2.36,MAG,UMGS1518,2021-12-07
"UHGG v2.0.1",MGYG000003966,1917437,61,94.85,0,MAG,"UBA11512 sp003522145",2021-12-07
"UHGG v2.0.1",MGYG000003967,2064493,50,97.9,0.7,MAG,"UMGS1338 sp900550805",2021-12-07
"UHGG v2.0.1",MGYG000003968,1642690,1,73.36,1.21,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000003969,1767609,2,96.04,1.38,MAG,CAG-521,2021-12-07
"UHGG v2.0.1",MGYG000003970,3341610,1,67.97,2.77,MAG,Lachnospiraceae,2021-12-07
"UHGG v2.0.1",MGYG000003971,1912636,114,99.29,0,MAG,"VUNA01 sp002299625",2021-12-07
"UHGG v2.0.1",MGYG000003972,1977806,38,97.72,0.81,MAG,"QALW01 sp003150515",2021-12-07
"UHGG v2.0.1",MGYG000003973,2032778,99,97.76,0,MAG,"UMGS1312 sp900550625",2021-12-07
"UHGG v2.0.1",MGYG000003974,1320335,16,79.35,0.22,MAG,"CAG-452 sp900770415",2021-12-07
"UHGG v2.0.1",MGYG000003975,2370607,3,94.96,2.98,MAG,UBA9475,2021-12-07
"UHGG v2.0.1",MGYG000003976,1156986,1,61.25,0.12,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000003977,1438095,2,75.55,0.04,MAG,CAG-269,2021-12-07
"UHGG v2.0.1",MGYG000003978,2281457,5,89.81,0,MAG,UBA1777,2021-12-07
"UHGG v2.0.1",MGYG000003979,1914248,23,93.06,0,MAG,"UMGS1225 sp900549725",2021-12-07
"UHGG v2.0.1",MGYG000003980,2755824,4,92.33,0.67,MAG,HGM13006,2021-12-07
"UHGG v2.0.1",MGYG000003981,1351663,4,94.66,4.49,MAG,"CAG-877 sp900768815",2021-12-07
"UHGG v2.0.1",MGYG000003982,1645076,1,73.39,0.09,MAG,"Collinsella aerofaciens_F",2021-12-07
"UHGG v2.0.1",MGYG000003983,2028716,1,97.38,2.02,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000003984,2095190,11,95.95,0,MAG,"Mediterraneibacter sp900752395",2021-12-07
"UHGG v2.0.1",MGYG000003985,2303173,1,77.97,1.07,MAG,"CAG-873 sp002493945",2021-12-07
"UHGG v2.0.1",MGYG000003986,2429324,4,98.3,0.02,MAG,"CAG-485 sp900761855",2021-12-07
"UHGG v2.0.1",MGYG000003987,2710592,277,96.64,0.67,MAG,"UBA1691 sp900544375",2021-12-07
"UHGG v2.0.1",MGYG000003989,2451831,2,84.75,4.57,MAG,"Alistipes sp002161445",2021-12-07
"UHGG v2.0.1",MGYG000003990,2132910,339,98.66,0,MAG,"Ruminococcus_E sp900314705",2021-12-07
"UHGG v2.0.1",MGYG000003991,1819700,6,94.05,0,MAG,"RC9 sp001915575",2021-12-07
"UHGG v2.0.1",MGYG000003992,3355495,16,97.09,0.31,MAG,"43-108 sp001915545",2021-12-07
"UHGG v2.0.1",MGYG000003993,1895769,11,99.52,0.48,MAG,"Alistipes sp900550925",2021-12-07
"UHGG v2.0.1",MGYG000003994,2451435,2,95.98,0.19,MAG,UBA11471,2021-12-07
"UHGG v2.0.1",MGYG000003995,1806864,1,86.74,2.14,MAG,Zag111,2021-12-07
"UHGG v2.0.1",MGYG000003996,1767468,4,89.36,0.56,MAG,"UMGS2055 sp900557635",2021-12-07
"UHGG v2.0.1",MGYG000003997,1773221,3,81.03,1.34,MAG,"HGM12650 sp900761725",2021-12-07
"UHGG v2.0.1",MGYG000003998,1573020,40,92.13,0.16,MAG,"CAG-605 sp000433475",2021-12-07
"UHGG v2.0.1",MGYG000003999,1640178,2,96.77,0.62,MAG,CAG-521,2021-12-07
"UHGG v2.0.1",MGYG000004000,1306027,158,76.67,0.7,MAG,"CAG-465 sp000433755",2021-12-07
"UHGG v2.0.1",MGYG000004001,2088605,1,100,0.81,MAG,"Collinsella aerofaciens_F",2021-12-07
"UHGG v2.0.1",MGYG000004002,3566031,1,65.88,0,MAG,Butyricimonas,2021-12-07
"UHGG v2.0.1",MGYG000004003,5653807,1,77.07,3.45,MAG,Bacteroides,2021-12-07
"UHGG v2.0.1",MGYG000004004,1913775,3,89.09,1.34,MAG,CAG-83,2021-12-07
"UHGG v2.0.1",MGYG000004005,1658908,13,79.69,1.12,MAG,"CAG-354 sp900553015",2021-12-07
"UHGG v2.0.1",MGYG000004006,2755781,301,100,0.96,MAG,"Alistipes sp000434235",2021-12-07
"UHGG v2.0.1",MGYG000004007,903676,1,79.78,1.12,MAG,UBA6345,2021-12-07
"UHGG v2.0.1",MGYG000004008,1113514,4,92.13,2.25,MAG,"CAG-533 sp004563275",2021-12-07
"UHGG v2.0.1",MGYG000004009,2059820,1,66.3,0.37,MAG,Prevotella,2021-12-07
"UHGG v2.0.1",MGYG000004010,1960266,1,92.29,0.58,MAG,UMGS1322,2021-12-07
"UHGG v2.0.1",MGYG000004011,2174312,1,98.39,0.81,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004012,974406,2,77.66,2.25,MAG,CAG-302,2021-12-07
"UHGG v2.0.1",MGYG000004013,1826478,1,84.01,2.42,MAG,"Collinsella aerofaciens_F",2021-12-07
"UHGG v2.0.1",MGYG000004014,1140462,117,91.18,0.56,MAG,"CAG-628 sp003524085",2021-12-07
"UHGG v2.0.1",MGYG000004015,3783055,1,99.34,0.22,MAG,"Psychrobacillus sp012843435",2021-12-07
"UHGG v2.0.1",MGYG000004016,2152735,62,97.52,0,MAG,"UBA1191 sp900549125",2021-12-07
"UHGG v2.0.1",MGYG000004017,3620670,13,97.72,0.81,MAG,"HGM11588 sp900754755",2021-12-07
"UHGG v2.0.1",MGYG000004018,2188105,19,100,0.81,MAG,"Collinsella aerofaciens_F",2021-12-07
"UHGG v2.0.1",MGYG000004019,3250001,37,98.51,0,MAG,"Bacteroides massiliensis_A",2021-12-07
"UHGG v2.0.1",MGYG000004020,1898943,1,89.11,0.83,MAG,Borkfalkia,2021-12-07
"UHGG v2.0.1",MGYG000004021,2404087,5,97.82,0.01,MAG,"UBA11471 sp900542765",2021-12-07
"UHGG v2.0.1",MGYG000004022,2646660,10,97.99,0,MAG,"HGM13222 sp900757485",2021-12-07
"UHGG v2.0.1",MGYG000004023,1840450,1,91.91,1.73,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004024,1525175,1,72.11,0.67,MAG,UMGS1815,2021-12-07
"UHGG v2.0.1",MGYG000004025,1169762,25,87.08,0,MAG,"CAG-582 sp000435515",2021-12-07
"UHGG v2.0.1",MGYG000004026,2540060,2,97.55,0.94,MAG,CAG-873,2021-12-07
"UHGG v2.0.1",MGYG000004027,1966898,1,97.32,0,MAG,CAG-180,2021-12-07
"UHGG v2.0.1",MGYG000004028,2349956,1,90.46,0.76,MAG,CAG-83,2021-12-07
"UHGG v2.0.1",MGYG000004029,1988840,1,98.88,1.12,MAG,CAG-631,2021-12-07
"UHGG v2.0.1",MGYG000004030,2505438,1,93.13,0.67,MAG,UMGS911,2021-12-07
"UHGG v2.0.1",MGYG000004031,2047998,1,94.35,1.61,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004032,1745511,1,86.69,0.67,MAG,UMGS1690,2021-12-07
"UHGG v2.0.1",MGYG000004033,1938052,4,91.55,1.34,MAG,UBA644,2021-12-07
"UHGG v2.0.1",MGYG000004034,2328311,3,92.47,0,MAG,UBA1685,2021-12-07
"UHGG v2.0.1",MGYG000004035,2175802,2,90.21,0,MAG,UMGS1815,2021-12-07
"UHGG v2.0.1",MGYG000004036,2961055,27,96.42,0.13,MAG,"UMGS1820 sp900545865",2021-12-07
"UHGG v2.0.1",MGYG000004037,2199612,3,88.81,0.38,MAG,UBA11471,2021-12-07
"UHGG v2.0.1",MGYG000004038,1250938,25,93.33,0,MAG,"CAG-1193 sp900550145",2021-12-07
"UHGG v2.0.1",MGYG000004039,2803182,3,97.7,0.86,MAG,UMGS2037,2021-12-07
"UHGG v2.0.1",MGYG000004040,1735171,1,78.17,4.04,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004041,2177939,91,99.12,0.07,MAG,"Ellagibacter isourolithinifaciens",2021-12-07
"UHGG v2.0.1",MGYG000004042,2392111,1,94.78,0.38,MAG,CAG-485,2021-12-07
"UHGG v2.0.1",MGYG000004043,2180000,2,76.42,0,MAG,UBA7173,2021-12-07
"UHGG v2.0.1",MGYG000004044,2665198,16,91.26,1.61,MAG,"UMGS1633 sp900553645",2021-12-07
"UHGG v2.0.1",MGYG000004045,2286716,1,98.2,3.79,MAG,Lactobacillus,2021-12-07
"UHGG v2.0.1",MGYG000004046,1731903,32,98.91,0,MAG,"Limosilactobacillus vaginalis",2021-12-07
"UHGG v2.0.1",MGYG000004047,1664197,30,75.1,0,MAG,"CAG-269 sp001916035",2021-12-07
"UHGG v2.0.1",MGYG000004048,2003281,4,93.55,0.81,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004049,1758425,1,94.63,0,MAG,UMGS1484,2021-12-07
"UHGG v2.0.1",MGYG000004050,2129816,1,94.88,1.59,MAG,RC9,2021-12-07
"UHGG v2.0.1",MGYG000004051,1423817,9,93.82,1.12,MAG,HGM10818,2021-12-07
"UHGG v2.0.1",MGYG000004052,2588785,103,96.37,1.08,MAG,"SFMI01 sp004556155",2021-12-07
"UHGG v2.0.1",MGYG000004053,2223892,3,94.43,0.68,MAG,CAG-312,2021-12-07
"UHGG v2.0.1",MGYG000004054,1969416,1,99.19,2.23,MAG,"Collinsella aerofaciens_F",2021-12-07
"UHGG v2.0.1",MGYG000004055,2465387,18,98.66,0.67,MAG,"Eubacterium_G sp900548465",2021-12-07
"UHGG v2.0.1",MGYG000004056,2329828,2,95.54,1.06,MAG,"Alistipes_A ihumii",2021-12-07
"UHGG v2.0.1",MGYG000004057,1197031,1,58.65,0.67,MAG,Ruminococcus,2021-12-07
"UHGG v2.0.1",MGYG000004058,1971216,1,95.56,1.21,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004059,2260931,80,91.01,0,MAG,"UBA1777 sp003150355",2021-12-07
"UHGG v2.0.1",MGYG000004061,1602330,1,72.74,1.72,MAG,Anaerovoracaceae,2021-12-07
"UHGG v2.0.1",MGYG000004062,2126050,1,87.25,2.01,MAG,UBA1777,2021-12-07
"UHGG v2.0.1",MGYG000004063,2013916,8,90.62,0.03,MAG,"Oxalobacter sp900760095",2021-12-07
"UHGG v2.0.1",MGYG000004064,2605118,9,97.15,0.13,MAG,"UMGS755 sp900545185",2021-12-07
"UHGG v2.0.1",MGYG000004066,2039329,9,97.58,1.03,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004067,1958521,1,95.97,0.78,MAG,CAG-274,2021-12-07
"UHGG v2.0.1",MGYG000004068,2059633,1,93.99,0,MAG,Intestinimonas,2021-12-07
"UHGG v2.0.1",MGYG000004069,982773,1,62.1,0,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004070,2198679,40,95.97,0.81,MAG,"UMGS946 sp900544965",2021-12-07
"UHGG v2.0.1",MGYG000004071,2041554,33,96.04,1.34,MAG,"CAG-83 sp900552475",2021-12-07
"UHGG v2.0.1",MGYG000004072,2483861,19,97.32,0.89,MAG,"UMGS1540 sp900552775",2021-12-07
"UHGG v2.0.1",MGYG000004073,1933457,1,81.7,2.03,MAG,UBA7001,2021-12-07
"UHGG v2.0.1",MGYG000004074,3074879,3,97.73,1.01,MAG,"HGM12998 sp900756495",2021-12-07
"UHGG v2.0.1",MGYG000004075,2841804,6,96.95,1.57,MAG,UMGS1591,2021-12-07
"UHGG v2.0.1",MGYG000004076,1626797,1,79.19,0,MAG,UMGS1623,2021-12-07
"UHGG v2.0.1",MGYG000004077,1027619,1,62.18,0.79,MAG,Traorella,2021-12-07
"UHGG v2.0.1",MGYG000004078,1692015,2,77.9,0.89,MAG,CAG-273,2021-12-07
"UHGG v2.0.1",MGYG000004079,1786856,3,96.37,0.03,MAG,"HGM11327 sp900759935",2021-12-07
"UHGG v2.0.1",MGYG000004080,1753974,1,99.14,0.86,MAG,Arcanobacterium_A,2021-12-07
"UHGG v2.0.1",MGYG000004081,2523774,27,95.39,0,MAG,"UCG-010 sp003150215",2021-12-07
"UHGG v2.0.1",MGYG000004082,2757417,2,95.87,1.4,MAG,"AM51-8 sp900761925",2021-12-07
"UHGG v2.0.1",MGYG000004083,1867105,200,100,0.12,MAG,"CAG-1427 sp000435675",2021-12-07
"UHGG v2.0.1",MGYG000004084,1112937,7,92.13,0,MAG,"HGM10766 sp900757295",2021-12-07
"UHGG v2.0.1",MGYG000004085,2144710,1,98.66,0.67,MAG,UMGS1253,2021-12-07
"UHGG v2.0.1",MGYG000004086,1173749,103,92.42,0,MAG,"CAG-594 sp000434835",2021-12-07
"UHGG v2.0.1",MGYG000004087,3298790,13,99.37,0,MAG,"Enterocloster sp900540675",2021-12-07
"UHGG v2.0.1",MGYG000004088,2947168,41,97.71,1.88,MAG,"Firm-11 sp900548145",2021-12-07
"UHGG v2.0.1",MGYG000004089,1656600,5,76.85,0.67,MAG,"UMGS1783 sp900555065",2021-12-07
"UHGG v2.0.1",MGYG000004090,2636589,8,97.36,0.25,MAG,"CAG-279 sp900550025",2021-12-07
"UHGG v2.0.1",MGYG000004091,1888666,2,92.88,0.81,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004092,1799237,3,88.59,1.34,MAG,"CAG-83 sp900756715",2021-12-07
"UHGG v2.0.1",MGYG000004093,3091297,1,90.52,2.69,MAG,UBA7185,2021-12-07
"UHGG v2.0.1",MGYG000004094,3605841,1,81.03,0,MAG,Bacteroidaceae,2021-12-07
"UHGG v2.0.1",MGYG000004095,1534718,1,69.54,0,MAG,UBA1822,2021-12-07
"UHGG v2.0.1",MGYG000004096,1927578,1,71.43,0.62,MAG,Sutterella,2021-12-07
"UHGG v2.0.1",MGYG000004097,2078855,3,100,0.81,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004098,2178034,3,86.74,2.82,MAG,UMGS902,2021-12-07
"UHGG v2.0.1",MGYG000004099,1856381,237,97.32,0,MAG,"Eubacterium_R sp000433975",2021-12-07
"UHGG v2.0.1",MGYG000004100,1430802,1,79.01,1.34,MAG,JAAYBB01,2021-12-07
"UHGG v2.0.1",MGYG000004101,1331726,17,92.42,1.12,MAG,"CAG-302 sp900548425",2021-12-07
"UHGG v2.0.1",MGYG000004102,1373136,3,91.57,2.81,MAG,"CAG-1000 sp900772435",2021-12-07
"UHGG v2.0.1",MGYG000004103,1455604,1,76.27,2.63,MAG,CAG-269,2021-12-07
"UHGG v2.0.1",MGYG000004104,1771990,4,84.68,0,MAG,"HGM13233 sp900762805",2021-12-07
"UHGG v2.0.1",MGYG000004105,2464466,11,99.04,0.48,MAG,"Alistipes_A sp900546005",2021-12-07
"UHGG v2.0.1",MGYG000004106,1798758,9,92.13,0.67,MAG,"UBA5905 sp004558485",2021-12-07
"UHGG v2.0.1",MGYG000004107,2102916,1,83.66,2.49,MAG,Firm-11,2021-12-07
"UHGG v2.0.1",MGYG000004108,2373167,6,97.76,1.34,MAG,"UMGS1387 sp900551295",2021-12-07
"UHGG v2.0.1",MGYG000004109,2073923,2,94.16,1.57,MAG,Clostridia,2021-12-07
"UHGG v2.0.1",MGYG000004110,1717383,4,98.1,0,MAG,UBA1822,2021-12-07
"UHGG v2.0.1",MGYG000004111,1878852,753,88.37,0,MAG,"Angelakisella sp900547385",2021-12-07
"UHGG v2.0.1",MGYG000004112,1854194,1,85.56,0.92,MAG,Eggerthellaceae,2021-12-07
"UHGG v2.0.1",MGYG000004113,2413053,31,96.42,0,MAG,"CAG-272 sp000433515",2021-12-07
"UHGG v2.0.1",MGYG000004114,2992180,205,94.04,0.02,MAG,"CAG-95 sp000438155",2021-12-07
"UHGG v2.0.1",MGYG000004115,2081332,33,97.99,0.22,MAG,"UMGS1071 sp900541905",2021-12-07
"UHGG v2.0.1",MGYG000004116,3787047,2,98.66,0.67,MAG,UMGS1591,2021-12-07
"UHGG v2.0.1",MGYG000004117,1194841,502,94.67,0,MAG,"CAG-302 sp001916775",2021-12-07
"UHGG v2.0.1",MGYG000004118,1412421,4,68.65,1.57,MAG,HGM13862,2021-12-07
"UHGG v2.0.1",MGYG000004119,1590102,1,81.03,2.24,MAG,CAG-354,2021-12-07
"UHGG v2.0.1",MGYG000004120,1446947,19,93.82,0.56,MAG,"CAG-822 sp900546055",2021-12-07
"UHGG v2.0.1",MGYG000004121,2165228,1,98.39,1.08,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004122,2305266,2,88.84,1.68,MAG,AM07-15,2021-12-07
"UHGG v2.0.1",MGYG000004123,1870626,3,98.58,2.13,MAG,QAKD01,2021-12-07
"UHGG v2.0.1",MGYG000004124,1823169,7,95.64,0.62,MAG,QAKW01,2021-12-07
"UHGG v2.0.1",MGYG000004125,2327429,9,95.39,0,MAG,UCG-010,2021-12-07
"UHGG v2.0.1",MGYG000004126,3496226,12,98.45,0,MAG,"Fournierella sp900543285",2021-12-07
"UHGG v2.0.1",MGYG000004127,2215894,1,54.73,0.78,MAG,Propionibacteriaceae,2021-12-07
"UHGG v2.0.1",MGYG000004128,2239270,2,95.26,1.34,MAG,"UMGS1253 sp900550065",2021-12-07
"UHGG v2.0.1",MGYG000004129,2343469,42,97.96,0,MAG,"Acutalibacter sp000435395",2021-12-07
"UHGG v2.0.1",MGYG000004130,2231364,181,89.26,0,MAG,"UBA1777 sp900547315",2021-12-07
"UHGG v2.0.1",MGYG000004131,1840905,5,93.29,0,MAG,UMGS1484,2021-12-07
"UHGG v2.0.1",MGYG000004132,2510246,18,97.75,0,MAG,"V9D3004 sp900760345",2021-12-07
"UHGG v2.0.1",MGYG000004133,2160156,1,98.66,0,MAG,HGM11514,2021-12-07
"UHGG v2.0.1",MGYG000004134,1949044,7,99.19,0,MAG,"CAG-1427 sp900554685",2021-12-07
"UHGG v2.0.1",MGYG000004135,1528355,1,63.2,1.68,MAG,Agathobaculum,2021-12-07
"UHGG v2.0.1",MGYG000004136,3901051,6,94.92,1.49,MAG,"Eisenbergiella sp900555195",2021-12-07
"UHGG v2.0.1",MGYG000004137,2262929,310,90.6,0,MAG,"UBA738 sp003522945",2021-12-07
"UHGG v2.0.1",MGYG000004138,1946641,75,100,0,MAG,"QAMH01 sp900544245",2021-12-07
"UHGG v2.0.1",MGYG000004139,2067971,1,86.56,0.39,MAG,UBA1777,2021-12-07
"UHGG v2.0.1",MGYG000004140,2714632,7,99.37,0.32,MAG,"UMGS1375 sp900551235",2021-12-07
"UHGG v2.0.1",MGYG000004141,2104819,6,99.19,0.81,MAG,"Collinsella aerofaciens_F",2021-12-07
"UHGG v2.0.1",MGYG000004142,2105294,1,96.2,0.67,MAG,"Marseille-P3106 sp900169975",2021-12-07
"UHGG v2.0.1",MGYG000004143,2687276,29,96.6,1.36,MAG,"Ruthenibacterium sp900759375",2021-12-07
"UHGG v2.0.1",MGYG000004144,1539637,2,55.19,0.34,MAG,Monoglobaceae,2021-12-07
"UHGG v2.0.1",MGYG000004145,2012648,114,95.08,0,MAG,"UBA644 sp900547165",2021-12-07
"UHGG v2.0.1",MGYG000004146,2399745,2,92.07,1.34,MAG,UMGS1397,2021-12-07
"UHGG v2.0.1",MGYG000004148,1959033,1,93.97,3.23,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004149,1233479,11,93.82,0,MAG,"UBA5026 sp900546745",2021-12-07
"UHGG v2.0.1",MGYG000004150,3434704,32,97.21,0.57,MAG,"Comamonas kerstersii",2021-12-07
"UHGG v2.0.1",MGYG000004151,7110046,1,99.35,1.87,MAG,"Pseudomonas citronellolis",2021-12-07
"UHGG v2.0.1",MGYG000004152,1978459,1,94.93,3.63,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004153,2844425,18,99.17,0.81,MAG,"UBA7102 sp900760085",2021-12-07
"UHGG v2.0.1",MGYG000004154,2054987,1,67.05,0,MAG,SFFH01,2021-12-07
"UHGG v2.0.1",MGYG000004155,1330798,320,80.16,0.35,MAG,"CAG-273 sp003534295",2021-12-07
"UHGG v2.0.1",MGYG000004156,2204461,1,100,2.42,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004157,2480742,6,97.32,0.89,MAG,"HGM11514 sp900757255",2021-12-07
"UHGG v2.0.1",MGYG000004158,1763641,1467,97.47,0,MAG,"Dialister invisus",2021-12-07
"UHGG v2.0.1",MGYG000004159,2766114,2,93.96,1.23,MAG,UMGS1623,2021-12-07
"UHGG v2.0.1",MGYG000004160,2175827,15,95.03,0.81,MAG,"QALW01 sp900552055",2021-12-07
"UHGG v2.0.1",MGYG000004161,2198182,1,100,1.61,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004162,1047762,24,93.82,1.12,MAG,"UBA5026 sp900550255",2021-12-07
"UHGG v2.0.1",MGYG000004163,2377635,79,96.51,0.67,MAG,"Evtepia sp900546255",2021-12-07
"UHGG v2.0.1",MGYG000004164,2287505,11,93.29,1.34,MAG,"UMGS1494 sp900552305",2021-12-07
"UHGG v2.0.1",MGYG000004165,1950565,125,97.82,0,MAG,"ER4 sp003522105",2021-12-07
"UHGG v2.0.1",MGYG000004166,2603762,1,94.53,0.75,MAG,CAG-873,2021-12-07
"UHGG v2.0.1",MGYG000004167,1207995,2,94.38,0,MAG,CAG-884,2021-12-07
"UHGG v2.0.1",MGYG000004168,4047630,2,98.79,1.08,MAG,Firm-11,2021-12-07
"UHGG v2.0.1",MGYG000004169,2353220,5,76.91,2.49,MAG,UMGS2037,2021-12-07
"UHGG v2.0.1",MGYG000004170,1128310,2,93.26,1.12,MAG,CAG-710,2021-12-07
"UHGG v2.0.1",MGYG000004171,2286273,9,99.29,0,MAG,Anaerovoracaceae,2021-12-07
"UHGG v2.0.1",MGYG000004172,3050906,1,98.56,0,MAG,Rikenellaceae,2021-12-07
"UHGG v2.0.1",MGYG000004173,1920949,6,98.58,0,MAG,"CAG-145 sp900754795",2021-12-07
"UHGG v2.0.1",MGYG000004174,2366989,1,87.74,3.14,MAG,Firm-11,2021-12-07
"UHGG v2.0.1",MGYG000004175,1240794,1,93.82,0,MAG,UBA5026,2021-12-07
"UHGG v2.0.1",MGYG000004176,2444221,1,70.63,1.14,MAG,"Pradoshia sp001183965",2021-12-07
"UHGG v2.0.1",MGYG000004177,993933,2,89.33,1.12,MAG,UBA660,2021-12-07
"UHGG v2.0.1",MGYG000004178,1317904,18,76.72,0.22,MAG,"UMGS1781 sp900553365",2021-12-07
"UHGG v2.0.1",MGYG000004179,1905126,12,87.2,0,MAG,"UMGS1241 sp900550525",2021-12-07
"UHGG v2.0.1",MGYG000004180,4626686,1,96.93,0.9,MAG,Parabacteroides,2021-12-07
"UHGG v2.0.1",MGYG000004181,2117365,1,98.99,0.81,MAG,"Collinsella sp002232035",2021-12-07
"UHGG v2.0.1",MGYG000004182,3344512,8,94.89,0.53,MAG,"Phocaeicola sp900551445",2021-12-07
"UHGG v2.0.1",MGYG000004183,2339424,3,96.15,0.18,MAG,CAAEEV01,2021-12-07
"UHGG v2.0.1",MGYG000004184,2370952,1,94.41,0.67,MAG,QANG01,2021-12-07
"UHGG v2.0.1",MGYG000004185,3289740,6,81.6,0.06,MAG,"Bacteroides sp900553815",2021-12-07
"UHGG v2.0.1",MGYG000004186,2077518,4,99.19,1.61,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000004187,2011841,1,82.84,1.29,MAG,Sutterella,2021-12-07
"UHGG v2.0.1",MGYG000004188,3351981,3,90.11,1.36,MAG,Bacteroides,2021-12-07
"UHGG v2.0.1",MGYG000004189,2011770,9,96.77,0.07,MAG,"Slackia_A sp900553655",2021-12-07
"UHGG v2.0.1",MGYG000004191,1481282,57,80.5,1.66,MAG,"CAG-269 sp001916005",2021-12-07
"UHGG v2.0.1",MGYG000004192,1409933,3,72.14,1.38,MAG,"CAG-793 sp900557475",2021-12-07
"UHGG v2.0.1",MGYG000004193,2272810,2,94.33,0.5,MAG,NSJ-50,2021-12-07
"UHGG v2.0.1",MGYG000004194,2120040,56,96.64,0,MAG,"UBA737 sp002431945",2021-12-07
"UHGG v2.0.1",MGYG000004195,1809545,1,77.17,3.13,MAG,CAG-492,2021-12-07
"UHGG v2.0.1",MGYG000004196,2010770,670,93.29,0,MAG,"CAG-83 sp001916855",2021-12-07
"UHGG v2.0.1",MGYG000004197,2419423,1,97.12,1.68,MAG,Alistipes_A,2021-12-07
"UHGG v2.0.1",MGYG000004198,1992745,1,96.45,0.24,MAG,UBA1191,2021-12-07
"UHGG v2.0.1",MGYG000004199,1652569,1,99.44,1.12,MAG,CAG-449,2021-12-07
"UHGG v2.0.1",MGYG000004200,1810687,58,90.94,0,MAG,"F23-B02 sp000431075",2021-12-07
"UHGG v2.0.1",MGYG000004201,2436088,14,90.21,0,MAG,"CAG-110 sp900553805",2021-12-07
"UHGG v2.0.1",MGYG000004202,449443,1,62.34,0.56,MAG,UMGS687,2021-12-07
"UHGG v2.0.1",MGYG000004203,2860639,1,96.62,3.33,MAG,Acetatifactor,2021-12-07
"UHGG v2.0.1",MGYG000004204,1160120,1,92.7,0,MAG,CAG-1000,2021-12-07
"UHGG v2.0.1",MGYG000004205,1871322,53,92.46,0,MAG,"RC9 sp900546445",2021-12-07
"UHGG v2.0.1",MGYG000004206,2111575,1,84.27,3.14,MAG,ER4,2021-12-07
"UHGG v2.0.1",MGYG000004207,2302618,161,95.8,0.37,MAG,"UBA6398 sp003150315",2021-12-07
"UHGG v2.0.1",MGYG000004208,2882561,4,94.79,0.75,MAG,"CAG-485 sp900759795",2021-12-07
"UHGG v2.0.1",MGYG000004209,2134494,12,100,0.81,MAG,Collinsella,2021-12-07
